meter_id,daily_kw,date,region
M-0001,1000.0,2026-01-15,NORTH
M-0002,2000.0,2026-01-20,NORTH
M-0003,1500.0,2026-02-10,NORTH
M-0004,2500.0,2026-02-25,NORTH
M-0005,1200.0,2026-03-05,NORTH
M-0006,1800.0,2026-03-18,NORTH
M-0007,1100.0,2026-01-12,SOUTH
M-0008,1900.0,2026-01-22,SOUTH
M-0009,1400.0,2026-02-08,SOUTH
M-0010,2200.0,2026-02-19,SOUTH
M-0011,1300.0,2026-03-07,SOUTH
M-0012,1700.0,2026-03-21,SOUTH
M-0013,1050.0,2026-01-14,EAST
M-0014,2150.0,2026-01-28,EAST
M-0015,1450.0,2026-02-09,EAST
M-0016,2350.0,2026-02-22,EAST
M-0017,1250.0,2026-03-11,EAST
M-0018,1850.0,2026-03-25,EAST
M-0019,1150.0,2026-01-17,WEST
M-0020,2050.0,2026-01-30,WEST
M-0021,1550.0,2026-02-13,WEST
M-0022,2450.0,2026-02-26,WEST
M-0023,1350.0,2026-03-14,WEST
M-0024,1950.0,2026-03-29,WEST
