meter_id,daily_kw,date,region
M-001,1100.0,2026-04-06,NORTH-A
M-002,1200.0,2026-04-06,NORTH-B
M-003,1300.0,2026-04-06,SOUTH-A
M-004,1400.0,2026-04-06,SOUTH-B
M-005,1500.0,2026-04-06,EAST-A
M-006,1600.0,2026-04-06,EAST-B
M-007,1700.0,2026-04-06,EAST-C
M-008,1800.0,2026-04-06,WEST-A
M-009,1900.0,2026-04-06,WEST-B
M-010,2000.0,2026-04-06,CENTRAL-A
M-011,2100.0,2026-04-06,CENTRAL-B
M-012,2200.0,2026-04-06,CENTRAL-C
M-013,2300.0,2026-04-07,NORTH-A
M-014,2400.0,2026-04-07,NORTH-B
M-015,2500.0,2026-04-07,SOUTH-A
M-016,2600.0,2026-04-07,SOUTH-B
M-017,2700.0,2026-04-07,EAST-A
M-018,2800.0,2026-04-07,EAST-B
M-019,2900.0,2026-04-07,EAST-C
M-020,1000.0,2026-04-07,WEST-A
M-021,1100.0,2026-04-07,WEST-B
M-022,1200.0,2026-04-07,CENTRAL-A
M-023,1300.0,2026-04-07,CENTRAL-B
M-024,1400.0,2026-04-07,CENTRAL-C
M-025,1500.0,2026-04-08,NORTH-A
M-026,1600.0,2026-04-08,NORTH-B
M-027,1700.0,2026-04-08,SOUTH-A
M-028,1800.0,2026-04-08,SOUTH-B
M-029,1900.0,2026-04-08,EAST-A
M-030,2000.0,2026-04-08,EAST-B
M-031,2100.0,2026-04-08,EAST-C
M-032,2200.0,2026-04-08,WEST-A
M-033,2300.0,2026-04-08,WEST-B
M-034,2400.0,2026-04-08,CENTRAL-A
M-035,2500.0,2026-04-08,CENTRAL-B
M-036,2600.0,2026-04-08,CENTRAL-C
M-037,2700.0,2026-04-09,NORTH-A
M-038,2800.0,2026-04-09,NORTH-B
M-039,2900.0,2026-04-09,SOUTH-A
M-040,1000.0,2026-04-09,SOUTH-B
M-041,1100.0,2026-04-09,EAST-A
M-042,1200.0,2026-04-09,EAST-B
M-043,1300.0,2026-04-09,EAST-C
M-044,1400.0,2026-04-09,WEST-A
M-045,1500.0,2026-04-09,WEST-B
M-046,1600.0,2026-04-09,CENTRAL-A
M-047,1700.0,2026-04-09,CENTRAL-B
M-048,1800.0,2026-04-09,CENTRAL-C
M-049,1900.0,2026-04-10,NORTH-A
M-050,2000.0,2026-04-10,NORTH-B
M-051,2100.0,2026-04-10,SOUTH-A
M-052,2200.0,2026-04-10,SOUTH-B
M-053,2300.0,2026-04-10,EAST-A
M-054,2400.0,2026-04-10,EAST-B
M-055,2500.0,2026-04-10,EAST-C
M-056,2600.0,2026-04-10,WEST-A
M-057,2700.0,2026-04-10,WEST-B
M-058,2800.0,2026-04-10,CENTRAL-A
M-059,2900.0,2026-04-10,CENTRAL-B
M-060,1000.0,2026-04-10,CENTRAL-C
