meter_id,daily_kw,date,region
M-001,2500.0,2026-02-15,NORTH-A
M-002,2000.0,2026-02-20,NORTH-A
M-003,1500.0,2026-02-25,NORTH-A
M-004,1000.0,2026-03-10,NORTH-A
M-005,500.0,2026-03-15,NORTH-A
M-006,2500.0,2026-02-15,NORTH-B
M-007,2000.0,2026-02-20,NORTH-B
M-008,1500.0,2026-02-25,NORTH-B
M-009,1000.0,2026-03-10,NORTH-B
M-010,500.0,2026-03-15,NORTH-B
M-011,2500.0,2026-02-15,SOUTH-A
M-012,2000.0,2026-02-20,SOUTH-A
M-013,1500.0,2026-02-25,SOUTH-A
M-014,1000.0,2026-03-10,SOUTH-A
M-015,500.0,2026-03-15,SOUTH-A
M-016,2500.0,2026-02-15,SOUTH-B
M-017,2000.0,2026-02-20,SOUTH-B
M-018,1500.0,2026-02-25,SOUTH-B
M-019,1000.0,2026-03-10,SOUTH-B
M-020,500.0,2026-03-15,SOUTH-B
M-021,2500.0,2026-02-15,EAST-A
M-022,2000.0,2026-02-20,EAST-A
M-023,1500.0,2026-02-25,EAST-A
M-024,1000.0,2026-03-10,EAST-A
M-025,500.0,2026-03-15,EAST-A
M-026,2500.0,2026-02-15,EAST-B
M-027,2000.0,2026-02-20,EAST-B
M-028,1500.0,2026-02-25,EAST-B
M-029,1000.0,2026-03-10,EAST-B
M-030,500.0,2026-03-15,EAST-B
M-031,2500.0,2026-02-15,EAST-C
M-032,2000.0,2026-02-20,EAST-C
M-033,1500.0,2026-02-25,EAST-C
M-034,1000.0,2026-03-10,EAST-C
M-035,500.0,2026-03-15,EAST-C
M-036,2500.0,2026-02-15,WEST-A
M-037,2000.0,2026-02-20,WEST-A
M-038,1500.0,2026-02-25,WEST-A
M-039,1000.0,2026-03-10,WEST-A
M-040,500.0,2026-03-15,WEST-A
M-041,2500.0,2026-02-15,WEST-B
M-042,2000.0,2026-02-20,WEST-B
M-043,1500.0,2026-02-25,WEST-B
M-044,1000.0,2026-03-10,WEST-B
M-045,500.0,2026-03-15,WEST-B
M-046,2500.0,2026-02-15,CENTRAL-A
M-047,2000.0,2026-02-20,CENTRAL-A
M-048,1500.0,2026-02-25,CENTRAL-A
M-049,1000.0,2026-03-10,CENTRAL-A
M-050,500.0,2026-03-15,CENTRAL-A
M-051,2500.0,2026-02-15,CENTRAL-B
M-052,2000.0,2026-02-20,CENTRAL-B
M-053,1500.0,2026-02-25,CENTRAL-B
M-054,1000.0,2026-03-10,CENTRAL-B
M-055,500.0,2026-03-15,CENTRAL-B
M-056,2500.0,2026-02-15,CENTRAL-C
M-057,2000.0,2026-02-20,CENTRAL-C
M-058,1500.0,2026-02-25,CENTRAL-C
M-059,1000.0,2026-03-10,CENTRAL-C
M-060,500.0,2026-03-15,CENTRAL-C
