meter_id,daily_kw,date,region
M-0012,3122.3,2026-03-14,WEST
M-0030,666.8,2026-03-14,SOUTH
M-0009,3380.6,2026-03-15,NORTH
M-0019,2854.1,2026-03-12,EAST
M-0011,3877.2,2026-03-15,EAST
M-0020,954.7,2026-03-12,WEST
M-0005,895.1,2026-03-12,NORTH
M-0017,2024.6,2026-03-13,NORTH
M-0014,1515.7,2026-03-13,SOUTH
M-0011,2260.4,2026-03-14,EAST
M-0009,2308.0,2026-03-13,NORTH
M-0015,1084.9,2026-03-15,EAST
M-0004,1407.9,2026-03-13,WEST
M-0025,2833.3,2026-03-13,NORTH
M-0016,3646.3,2026-03-13,WEST
M-0014,3431.3,2026-03-12,SOUTH
M-0017,2372.5,2026-03-14,NORTH
M-0009,3116.7,2026-03-12,NORTH
M-0006,3856.9,2026-03-13,SOUTH
M-0032,,2026-03-12,NORTH
M-0008,1642.5,2026-03-15,WEST
M-0004,3095.3,2026-03-15,WEST
M-0018,3459.2,2026-03-13,SOUTH
M-0014,1985.9,2026-03-14,SOUTH
M-0012,2475.5,2026-03-12,WEST
M-0019,571.9,2026-03-13,EAST
M-0033,,2026-03-12,EAST
M-0016,2887.5,2026-03-14,WEST
M-0023,915.7,2026-03-12,EAST
M-0024,1959.2,2026-03-15,WEST
M-0034,,2026-03-12,WEST
M-0022,2908.4,2026-03-15,SOUTH
M-0018,2736.3,2026-03-12,SOUTH
M-0016,3404.8,2026-03-12,WEST
M-0020,2522.6,2026-03-14,WEST
M-0029,1871.4,2026-03-14,NORTH
M-0025,3215.1,2026-03-15,NORTH
M-0012,2077.7,2026-03-15,WEST
M-0030,913.9,2026-03-15,SOUTH
M-0008,122.0,2026-03-14,WEST
M-0017,674.0,2026-03-15,NORTH
M-0010,3663.7,2026-03-12,SOUTH
M-0022,852.0,2026-03-13,SOUTH
M-0007,3290.3,2026-03-14,EAST
M-0026,872.7,2026-03-14,SOUTH
M-0023,1662.4,2026-03-15,EAST
M-0023,1620.4,2026-03-13,EAST
M-0002,1790.7,2026-03-13,SOUTH
M-0019,2421.9,2026-03-15,EAST
M-0022,544.7,2026-03-12,SOUTH
M-0027,467.9,2026-03-12,EAST
M-0035,,2026-03-12,EAST
M-0027,2601.6,2026-03-14,EAST
M-0028,3788.7,2026-03-13,WEST
M-0028,2208.1,2026-03-15,WEST
M-0016,3091.1,2026-03-15,WEST
M-0010,2587.4,2026-03-15,SOUTH
M-0028,360.5,2026-03-12,WEST
M-0002,2178.3,2026-03-15,SOUTH
M-0020,1308.4,2026-03-13,WEST
M-0003,412.6,2026-03-12,EAST
M-0005,1453.3,2026-03-15,NORTH
M-0025,728.4,2026-03-14,NORTH
M-0004,1306.7,2026-03-14,WEST
M-0014,3069.9,2026-03-15,SOUTH
M-0005,796.0,2026-03-13,NORTH
M-0015,2640.9,2026-03-14,EAST
M-0003,1878.2,2026-03-13,EAST
M-0029,857.4,2026-03-15,NORTH
M-0021,2316.0,2026-03-13,NORTH
M-0007,725.6,2026-03-15,EAST
M-0007,3614.5,2026-03-13,EAST
M-0015,3572.8,2026-03-13,EAST
M-0024,2673.0,2026-03-14,WEST
M-0013,1230.4,2026-03-12,NORTH
M-0006,922.3,2026-03-14,SOUTH
M-0013,2159.9,2026-03-14,NORTH
M-0017,2103.0,2026-03-12,NORTH
M-0011,3619.1,2026-03-12,EAST
M-0028,1667.9,2026-03-14,WEST
M-0030,2361.0,2026-03-12,SOUTH
M-0006,2542.7,2026-03-12,SOUTH
M-0005,835.5,2026-03-14,NORTH
M-0018,742.3,2026-03-14,SOUTH
M-0024,2512.1,2026-03-13,WEST
M-0020,2638.2,2026-03-15,WEST
M-0025,2225.8,2026-03-12,NORTH
M-0026,1070.3,2026-03-15,SOUTH
M-0006,3828.8,2026-03-15,SOUTH
M-0029,1949.1,2026-03-12,NORTH
M-0015,3273.9,2026-03-12,EAST
M-0022,2148.6,2026-03-14,SOUTH
M-0011,593.8,2026-03-13,EAST
M-0012,2897.5,2026-03-13,WEST
M-0019,297.8,2026-03-14,EAST
M-0003,3738.6,2026-03-15,EAST
M-0001,3106.1,2026-03-14,NORTH
M-0021,3020.1,2026-03-12,NORTH
M-0024,2881.5,2026-03-12,WEST
M-0026,3504.2,2026-03-12,SOUTH
M-0021,1401.6,2026-03-14,NORTH
M-0029,1440.3,2026-03-13,NORTH
M-0008,2629.3,2026-03-12,WEST
M-0003,286.8,2026-03-14,EAST
M-0021,148.9,2026-03-15,NORTH
M-0001,1874.2,2026-03-13,NORTH
M-0013,1438.7,2026-03-15,NORTH
M-0031,,2026-03-12,WEST
M-0010,1025.2,2026-03-13,SOUTH
M-0018,3040.1,2026-03-15,SOUTH
M-0027,645.9,2026-03-13,EAST
M-0001,2851.5,2026-03-15,NORTH
M-0002,2954.6,2026-03-12,SOUTH
M-0010,1848.0,2026-03-14,SOUTH
M-0026,283.7,2026-03-13,SOUTH
M-0030,1079.8,2026-03-13,SOUTH
M-0001,668.1,2026-03-12,NORTH
M-0009,851.3,2026-03-14,NORTH
M-0013,2402.5,2026-03-13,NORTH
M-0002,3220.1,2026-03-14,SOUTH
M-0008,584.0,2026-03-13,WEST
M-0007,2266.1,2026-03-12,EAST
M-0004,3793.6,2026-03-12,WEST
M-0023,3752.0,2026-03-14,EAST
M-0027,579.7,2026-03-15,EAST
