meter_id,daily_kw,date,region
M-0001,2276.3,2026-03-15,EAST
M-0002,2262.1,2026-03-14,NORTH
M-0003,443.4,2026-03-11,EAST
M-0004,462.3,2026-03-15,SOUTH
M-0005,274.3,2026-03-11,NORTH
M-0006,2163.7,2026-03-10,NORTH
M-0007,1849.9,2026-03-12,SOUTH
M-0008,2324.7,2026-03-15,EAST
M-0009,1152.7,2026-03-12,NORTH
M-0010,1142.5,2026-03-09,NORTH
M-0011,1205.1,2026-03-15,NORTH
M-0012,2460.0,2026-03-13,NORTH
M-0013,549.5,2026-03-11,EAST
M-0014,1745.7,2026-03-15,WEST
M-0015,2679.3,2026-03-11,EAST
M-0016,2172.8,2026-03-14,SOUTH
M-0017,2364.6,2026-03-14,NORTH
M-0018,851.8,2026-03-09,WEST
M-0019,1469.5,2026-03-13,NORTH
M-0020,1236.5,2026-03-14,EAST
M-0021,2165.1,2026-03-13,NORTH
M-0022,1905.6,2026-03-15,EAST
M-0023,885.5,2026-03-10,NORTH
M-0024,2970.7,2026-03-13,SOUTH
M-0025,814.9,2026-03-11,EAST
M-0026,2372.8,2026-03-09,NORTH
M-0027,2454.1,2026-03-15,NORTH
M-0028,790.8,2026-03-15,SOUTH
M-0029,1081.1,2026-03-10,WEST
M-0030,2677.1,2026-03-12,EAST
M-0031,941.7,2026-03-14,EAST
M-0032,1709.1,2026-03-11,NORTH
M-0033,2713.9,2026-03-12,EAST
M-0034,2992.5,2026-03-14,SOUTH
M-0035,454.5,2026-03-12,NORTH
M-0036,628.0,2026-03-15,NORTH
M-0037,1382.0,2026-03-10,NORTH
M-0038,1868.5,2026-03-12,NORTH
M-0039,2919.0,2026-03-13,SOUTH
M-0040,2104.8,2026-03-15,WEST
M-0041,2302.5,2026-03-11,NORTH
M-0042,512.3,2026-03-13,EAST
M-0043,209.1,2026-03-12,SOUTH
M-0044,937.5,2026-03-10,EAST
M-0045,1621.5,2026-03-14,SOUTH
M-0046,1035.6,2026-03-10,NORTH
M-0047,757.0,2026-03-11,EAST
M-0048,1710.3,2026-03-14,SOUTH
M-0049,2771.8,2026-03-11,EAST
M-0050,254.5,2026-03-12,SOUTH
M-0051,2459.0,2026-03-09,WEST
M-0052,2658.4,2026-03-14,NORTH
M-0053,2249.3,2026-03-15,WEST
M-0054,1691.6,2026-03-09,EAST
M-0055,1530.8,2026-03-10,NORTH
M-0056,1677.5,2026-03-13,SOUTH
M-0057,2801.0,2026-03-14,EAST
M-0058,763.2,2026-03-10,EAST
M-0059,2019.7,2026-03-10,NORTH
M-0060,1464.2,2026-03-11,SOUTH
M-0061,1146.6,2026-03-15,NORTH
M-0062,1847.6,2026-03-14,SOUTH
M-0063,1967.1,2026-03-10,NORTH
M-0064,2607.0,2026-03-15,NORTH
M-0065,979.7,2026-03-14,NORTH
M-0066,570.5,2026-03-11,SOUTH
M-0067,1813.4,2026-03-11,WEST
M-0068,2461.0,2026-03-12,NORTH
M-0069,2045.2,2026-03-15,NORTH
M-0070,1507.7,2026-03-12,SOUTH
M-0071,2029.7,2026-03-10,EAST
M-0072,1327.3,2026-03-15,EAST
M-0073,506.0,2026-03-09,NORTH
M-0074,1456.1,2026-03-11,NORTH
M-0075,1495.4,2026-03-13,SOUTH
M-0076,1440.8,2026-03-15,WEST
M-0077,474.1,2026-03-11,WEST
M-0078,2540.9,2026-03-11,EAST
M-0079,2576.3,2026-03-09,WEST
M-0080,1547.8,2026-03-12,NORTH
M-0081,661.0,2026-03-15,WEST
M-0082,942.6,2026-03-12,NORTH
M-0083,998.7,2026-03-12,EAST
M-0084,2987.2,2026-03-10,EAST
M-0085,1562.7,2026-03-10,SOUTH
M-0086,,2026-03-14,NORTH
M-0087,,2026-03-11,WEST
M-0088,,2026-03-15,EAST
M-0089,,2026-03-15,EAST
M-0090,,2026-03-12,NORTH
M-0091,,2026-03-09,SOUTH
M-0092,,2026-03-15,SOUTH
M-0093,-8.3,2026-03-15,WEST
M-0094,-16.9,2026-03-15,NORTH
M-0095,-3.9,2026-03-15,NORTH
M-0096,-20.9,2026-03-11,SOUTH
M-0097,0.0,2026-03-12,EAST
M-0098,0.0,2026-03-11,EAST
M-0099,5000.0,2026-03-13,SOUTH
M-0100,9999.9,2026-03-10,NORTH
